"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[3, 17, 51, 32, 33149, 21754, 21]",51,32,33149,24.0
"[3, 17, 51, 32, 33151, 32115, 31]",51,32,33151,12.0
"[3, 17, 51, 32, 33161, 25907, 25]",51,32,33161,48.0
"[3, 17, 51, 32, 33179, 19700, 19]",51,32,33179,12.0
"[3, 17, 51, 32, 33181, 21775, 21]",51,32,33181,24.0
"[3, 17, 51, 32, 33191, 23856, 23]",51,32,33191,12.0
"[3, 17, 51, 32, 33199, 15562, 15]",51,32,33199,12.0
"[3, 17, 51, 32, 33203, 28015, 27]",51,32,33203,12.0
"[3, 17, 51, 32, 33211, 19719, 19]",51,32,33211,12.0
"[3, 17, 51, 32, 33223, 23879, 23]",51,32,33223,12.0
"[3, 17, 51, 32, 33247, 32208, 31]",51,32,33247,12.0
"[3, 17, 51, 32, 33287, 23925, 23]",51,32,33287,12.0
"[3, 17, 51, 32, 33289, 26007, 25]",51,32,33289,48.0
"[3, 17, 51, 32, 33301, 30179, 29]",51,32,33301,24.0
"[3, 17, 51, 32, 33311, 32270, 31]",51,32,33311,12.0
"[3, 17, 51, 32, 33317, 13535, 13]",51,32,33317,24.0
"[3, 17, 51, 32, 33329, 17706, 17]",51,32,33329,96.0
"[3, 17, 51, 32, 33331, 28123, 27]",51,32,33331,12.0
"[3, 17, 51, 32, 33343, 32301, 31]",51,32,33343,12.0
"[3, 17, 51, 32, 33347, 11463, 11]",51,32,33347,12.0
"[3, 17, 51, 32, 33349, 13548, 13]",51,32,33349,24.0
"[3, 17, 51, 32, 33353, 26057, 25]",51,32,33353,48.0
"[3, 17, 51, 32, 33359, 15637, 15]",51,32,33359,12.0
"[3, 17, 51, 32, 33377, 1043, 1]",51,32,33377,96.0
"[3, 17, 51, 32, 33391, 15652, 15]",51,32,33391,12.0
"[3, 17, 51, 32, 33403, 19833, 19]",51,32,33403,12.0
"[3, 17, 51, 32, 33409, 1044, 1]",51,32,33409,96.0
"[3, 17, 51, 32, 33413, 13574, 13]",51,32,33413,24.0
"[3, 17, 51, 32, 33427, 28204, 27]",51,32,33427,12.0
"[3, 17, 51, 32, 33457, 17774, 17]",51,32,33457,96.0
"[3, 17, 51, 32, 33461, 30324, 29]",51,32,33461,24.0
"[3, 17, 51, 32, 33469, 21964, 21]",51,32,33469,24.0
"[3, 17, 51, 32, 33479, 24063, 23]",51,32,33479,12.0
"[3, 17, 51, 32, 33487, 15697, 15]",51,32,33487,12.0
"[3, 17, 51, 32, 33493, 30353, 29]",51,32,33493,24.0
"[3, 17, 51, 32, 33503, 32456, 31]",51,32,33503,12.0
"[3, 17, 51, 32, 33521, 17808, 17]",51,32,33521,96.0
"[3, 17, 51, 32, 33529, 9430, 9]",51,32,33529,48.0
"[3, 17, 51, 32, 33533, 22006, 21]",51,32,33533,24.0
"[3, 17, 51, 32, 33547, 3145, 3]",51,32,33547,12.0
"[3, 17, 51, 32, 33563, 19928, 19]",51,32,33563,12.0
"[3, 17, 51, 32, 33569, 1049, 1]",51,32,33569,96.0
"[3, 17, 51, 32, 33577, 26232, 25]",51,32,33577,48.0
"[3, 17, 51, 32, 33581, 5247, 5]",51,32,33581,24.0
"[3, 17, 51, 32, 33587, 28339, 27]",51,32,33587,12.0
"[3, 17, 51, 32, 33589, 30440, 29]",51,32,33589,24.0
"[3, 17, 51, 32, 33599, 32549, 31]",51,32,33599,12.0
"[3, 17, 51, 32, 33601, 1050, 1]",51,32,33601,96.0
"[3, 17, 51, 32, 33613, 5252, 5]",51,32,33613,24.0
"[3, 17, 51, 32, 33617, 17859, 17]",51,32,33617,96.0
"[3, 17, 51, 32, 33619, 28366, 27]",51,32,33619,12.0
"[3, 17, 51, 32, 33623, 7355, 7]",51,32,33623,12.0
"[3, 17, 51, 32, 33629, 22069, 21]",51,32,33629,24.0
"[3, 17, 51, 32, 33637, 13665, 13]",51,32,33637,24.0
"[3, 17, 51, 32, 33641, 26282, 25]",51,32,33641,48.0
"[3, 17, 51, 32, 33647, 15772, 15]",51,32,33647,12.0
"[3, 17, 51, 32, 33679, 15787, 15]",51,32,33679,12.0
"[3, 17, 51, 32, 33703, 24224, 23]",51,32,33703,12.0
"[3, 17, 51, 32, 33713, 17910, 17]",51,32,33713,96.0
"[3, 17, 51, 32, 33721, 9484, 9]",51,32,33721,48.0
"[3, 17, 51, 32, 33739, 3163, 3]",51,32,33739,12.0
"[3, 17, 51, 32, 33749, 30585, 29]",51,32,33749,24.0
"[3, 17, 51, 32, 33751, 7383, 7]",51,32,33751,12.0
"[3, 17, 51, 32, 33757, 22153, 21]",51,32,33757,24.0
"[3, 17, 51, 32, 33767, 24270, 23]",51,32,33767,12.0
"[3, 17, 51, 32, 33769, 26382, 25]",51,32,33769,48.0
"[3, 17, 51, 32, 33773, 5277, 5]",51,32,33773,24.0
"[3, 17, 51, 32, 33791, 32735, 31]",51,32,33791,12.0
"[3, 17, 51, 32, 33797, 13730, 13]",51,32,33797,24.0
"[3, 17, 51, 32, 33809, 17961, 17]",51,32,33809,96.0
"[3, 17, 51, 32, 33811, 28528, 27]",51,32,33811,12.0
"[3, 17, 51, 32, 33827, 11628, 11]",51,32,33827,12.0
"[3, 17, 51, 32, 33829, 13743, 13]",51,32,33829,24.0
"[3, 17, 51, 32, 33851, 20099, 19]",51,32,33851,12.0
"[3, 17, 51, 32, 33857, 1058, 1]",51,32,33857,96.0
"[3, 17, 51, 32, 33863, 24339, 23]",51,32,33863,12.0
"[3, 17, 51, 32, 33871, 15877, 15]",51,32,33871,12.0
"[3, 17, 51, 32, 33889, 1059, 1]",51,32,33889,96.0
"[3, 17, 51, 32, 33893, 13769, 13]",51,32,33893,24.0
"[3, 17, 51, 32, 33911, 7418, 7]",51,32,33911,12.0
"[3, 17, 51, 32, 33923, 11661, 11]",51,32,33923,12.0
"[3, 17, 51, 32, 33931, 3181, 3]",51,32,33931,12.0
"[3, 17, 51, 32, 33937, 18029, 17]",51,32,33937,96.0
"[3, 17, 51, 32, 33941, 30759, 29]",51,32,33941,24.0
"[3, 17, 51, 32, 33961, 26532, 25]",51,32,33961,48.0
"[3, 17, 51, 32, 33967, 15922, 15]",51,32,33967,12.0
"[3, 17, 51, 32, 33997, 5312, 5]",51,32,33997,24.0
"[3, 17, 51, 32, 34019, 11694, 11]",51,32,34019,12.0
"[3, 17, 51, 32, 34031, 15952, 15]",51,32,34031,12.0
"[3, 17, 51, 32, 34033, 18080, 17]",51,32,34033,96.0
"[3, 17, 51, 32, 34039, 7446, 7]",51,32,34039,12.0
"[3, 17, 51, 32, 34057, 26607, 25]",51,32,34057,48.0
"[3, 17, 51, 32, 34061, 5322, 5]",51,32,34061,24.0
"[3, 17, 51, 32, 34123, 3199, 3]",51,32,34123,12.0
"[3, 17, 51, 32, 34127, 15997, 15]",51,32,34127,12.0
"[3, 17, 51, 32, 34129, 18131, 17]",51,32,34129,96.0
"[3, 17, 51, 32, 34141, 22405, 21]",51,32,34141,24.0
"[3, 17, 51, 32, 34147, 11738, 11]",51,32,34147,12.0
"[3, 17, 51, 32, 34157, 5337, 5]",51,32,34157,24.0
"[3, 17, 51, 32, 34159, 16012, 15]",51,32,34159,12.0
"[3, 17, 51, 32, 34171, 20289, 19]",51,32,34171,12.0
"[3, 17, 51, 32, 34183, 24569, 23]",51,32,34183,12.0
"[3, 17, 51, 32, 34211, 11760, 11]",51,32,34211,12.0
"[3, 17, 51, 32, 34213, 13899, 13]",51,32,34213,24.0
"[3, 17, 51, 32, 34217, 26732, 25]",51,32,34217,48.0
"[3, 17, 51, 32, 34231, 7488, 7]",51,32,34231,12.0
"[3, 17, 51, 32, 34253, 5352, 5]",51,32,34253,24.0
"[3, 17, 51, 32, 34259, 28906, 27]",51,32,34259,12.0
"[3, 17, 51, 32, 34261, 31049, 29]",51,32,34261,24.0
"[3, 17, 51, 32, 34267, 20346, 19]",51,32,34267,12.0
"[3, 17, 51, 32, 34273, 1071, 1]",51,32,34273,96.0
"[3, 17, 51, 32, 34283, 3214, 3]",51,32,34283,12.0
"[3, 17, 51, 32, 34297, 9646, 9]",51,32,34297,48.0
"[3, 17, 51, 32, 34301, 22510, 21]",51,32,34301,24.0
"[3, 17, 51, 32, 34303, 33231, 31]",51,32,34303,12.0
"[3, 17, 51, 32, 34313, 26807, 25]",51,32,34313,48.0
"[3, 17, 51, 32, 34319, 16087, 15]",51,32,34319,12.0
"[3, 17, 51, 32, 34327, 7509, 7]",51,32,34327,12.0
"[3, 17, 51, 32, 34337, 1073, 1]",51,32,34337,96.0
"[3, 17, 51, 32, 34351, 16102, 15]",51,32,34351,12.0
"[3, 17, 51, 32, 34361, 9664, 9]",51,32,34361,48.0
"[3, 17, 51, 32, 34367, 33293, 31]",51,32,34367,12.0
"[3, 17, 51, 32, 34369, 1074, 1]",51,32,34369,96.0
"[3, 17, 51, 32, 34381, 5372, 5]",51,32,34381,24.0
"[3, 17, 51, 32, 34403, 11826, 11]",51,32,34403,12.0
"[3, 17, 51, 32, 34421, 31194, 29]",51,32,34421,24.0
"[3, 17, 51, 32, 34429, 22594, 21]",51,32,34429,24.0
"[3, 17, 51, 32, 34439, 24753, 23]",51,32,34439,12.0
"[3, 17, 51, 32, 34457, 9691, 9]",51,32,34457,48.0
"[3, 17, 51, 32, 34469, 14003, 13]",51,32,34469,24.0
"[3, 17, 51, 32, 34471, 24776, 23]",51,32,34471,12.0
"[3, 17, 51, 32, 34483, 29095, 27]",51,32,34483,12.0
"[3, 17, 51, 32, 34487, 7544, 7]",51,32,34487,12.0
"[3, 17, 51, 32, 34499, 11859, 11]",51,32,34499,12.0
"[3, 17, 51, 32, 34501, 14016, 13]",51,32,34501,24.0
"[3, 17, 51, 32, 34511, 16177, 15]",51,32,34511,12.0
"[3, 17, 51, 32, 34513, 18335, 17]",51,32,34513,96.0
"[3, 17, 51, 32, 34519, 7551, 7]",51,32,34519,12.0
"[3, 17, 51, 32, 34537, 26982, 25]",51,32,34537,48.0
"[3, 17, 51, 32, 34543, 16192, 15]",51,32,34543,12.0
"[3, 17, 51, 32, 34549, 31310, 29]",51,32,34549,24.0
"[3, 17, 51, 32, 34583, 7565, 7]",51,32,34583,12.0
"[3, 17, 51, 32, 34589, 22699, 21]",51,32,34589,24.0
"[3, 17, 51, 32, 34591, 33510, 31]",51,32,34591,12.0
"[3, 17, 51, 32, 34603, 3244, 3]",51,32,34603,12.0
"[3, 17, 51, 32, 34607, 16222, 15]",51,32,34607,12.0
"[3, 17, 51, 32, 34613, 31368, 29]",51,32,34613,24.0
"[3, 17, 51, 32, 34631, 24891, 23]",51,32,34631,12.0
"[3, 17, 51, 32, 34649, 9745, 9]",51,32,34649,48.0
"[3, 17, 51, 32, 34651, 20574, 19]",51,32,34651,12.0
"[3, 17, 51, 32, 34667, 3250, 3]",51,32,34667,12.0
"[3, 17, 51, 32, 34673, 18420, 17]",51,32,34673,96.0
"[3, 17, 51, 32, 34679, 7586, 7]",51,32,34679,12.0
"[3, 17, 51, 32, 34687, 33603, 31]",51,32,34687,12.0
"[3, 17, 51, 32, 34693, 14094, 13]",51,32,34693,24.0
"[3, 17, 51, 32, 34703, 16267, 15]",51,32,34703,12.0
"[3, 17, 51, 32, 34721, 1085, 1]",51,32,34721,96.0
"[3, 17, 51, 32, 34729, 27132, 25]",51,32,34729,48.0
"[3, 17, 51, 32, 34739, 29311, 27]",51,32,34739,12.0
"[3, 17, 51, 32, 34747, 20631, 19]",51,32,34747,12.0
"[3, 17, 51, 32, 34757, 14120, 13]",51,32,34757,24.0
"[3, 17, 51, 32, 34759, 24983, 23]",51,32,34759,12.0
"[3, 17, 51, 32, 34763, 3259, 3]",51,32,34763,12.0
"[3, 17, 51, 32, 34781, 22825, 21]",51,32,34781,24.0
"[3, 17, 51, 32, 34807, 7614, 7]",51,32,34807,12.0
"[3, 17, 51, 32, 34819, 11969, 11]",51,32,34819,12.0
"[3, 17, 51, 32, 34841, 9799, 9]",51,32,34841,48.0
"[3, 17, 51, 32, 34843, 20688, 19]",51,32,34843,12.0
"[3, 17, 51, 32, 34847, 33758, 31]",51,32,34847,12.0
"[3, 17, 51, 32, 34849, 1089, 1]",51,32,34849,96.0
"[3, 17, 51, 32, 34871, 7628, 7]",51,32,34871,12.0
"[3, 17, 51, 32, 34877, 22888, 21]",51,32,34877,24.0
"[3, 17, 51, 32, 34883, 11991, 11]",51,32,34883,12.0
"[3, 17, 51, 32, 34897, 18539, 17]",51,32,34897,96.0
"[3, 17, 51, 32, 34913, 1091, 1]",51,32,34913,96.0
"[3, 17, 51, 32, 34919, 25098, 23]",51,32,34919,12.0
"[3, 17, 51, 32, 34939, 20745, 19]",51,32,34939,12.0
"[3, 17, 51, 32, 34949, 14198, 13]",51,32,34949,24.0
"[3, 17, 51, 32, 34961, 18573, 17]",51,32,34961,96.0
"[3, 17, 51, 32, 34963, 29500, 27]",51,32,34963,12.0
"[3, 17, 51, 32, 34981, 14211, 13]",51,32,34981,24.0
"[3, 17, 51, 32, 35023, 16417, 15]",51,32,35023,12.0
"[3, 17, 51, 32, 35027, 29554, 27]",51,32,35027,12.0
"[3, 17, 51, 32, 35051, 3286, 3]",51,32,35051,12.0
"[3, 17, 51, 32, 35053, 5477, 5]",51,32,35053,24.0
"[3, 17, 51, 32, 35059, 29581, 27]",51,32,35059,12.0
"[3, 17, 51, 32, 35069, 23014, 21]",51,32,35069,24.0
"[3, 17, 51, 32, 35081, 27407, 25]",51,32,35081,48.0
"[3, 17, 51, 32, 35083, 3289, 3]",51,32,35083,12.0
"[3, 17, 51, 32, 35089, 18641, 17]",51,32,35089,96.0
"[3, 17, 51, 32, 35099, 20840, 19]",51,32,35099,12.0
"[3, 17, 51, 32, 35107, 12068, 11]",51,32,35107,12.0
"[3, 17, 51, 32, 35111, 25236, 23]",51,32,35111,12.0
"[3, 17, 51, 32, 35117, 5487, 5]",51,32,35117,24.0
"[3, 17, 51, 32, 35129, 9880, 9]",51,32,35129,48.0
"[3, 17, 51, 32, 35141, 14276, 13]",51,32,35141,24.0
"[3, 17, 51, 32, 35149, 5492, 5]",51,32,35149,24.0
"[3, 17, 51, 32, 35153, 18675, 17]",51,32,35153,96.0
"[3, 17, 51, 32, 35159, 7691, 7]",51,32,35159,12.0
"[3, 17, 51, 32, 35171, 12090, 11]",51,32,35171,12.0
"[3, 17, 51, 32, 35201, 1100, 1]",51,32,35201,96.0
"[3, 17, 51, 32, 35221, 31919, 29]",51,32,35221,24.0
"[3, 17, 51, 32, 35227, 20916, 19]",51,32,35227,12.0
"[3, 17, 51, 32, 35251, 29743, 27]",51,32,35251,12.0
"[3, 17, 51, 32, 35257, 9916, 9]",51,32,35257,48.0
"[3, 17, 51, 32, 35267, 12123, 11]",51,32,35267,12.0
"[3, 17, 51, 32, 35279, 16537, 15]",51,32,35279,12.0
"[3, 17, 51, 32, 35281, 18743, 17]",51,32,35281,96.0
"[3, 17, 51, 32, 35291, 20954, 19]",51,32,35291,12.0
"[3, 17, 51, 32, 35311, 16552, 15]",51,32,35311,12.0
"[3, 17, 51, 32, 35317, 32006, 29]",51,32,35317,24.0
"[3, 17, 51, 32, 35323, 20973, 19]",51,32,35323,12.0
"[3, 17, 51, 32, 35327, 34223, 31]",51,32,35327,12.0
"[3, 17, 51, 32, 35339, 3313, 3]",51,32,35339,12.0
"[3, 17, 51, 32, 35353, 9943, 9]",51,32,35353,48.0
"[3, 17, 51, 32, 35363, 12156, 11]",51,32,35363,12.0
"[3, 17, 51, 32, 35381, 32064, 29]",51,32,35381,24.0
"[3, 17, 51, 32, 35393, 1106, 1]",51,32,35393,96.0
"[3, 17, 51, 32, 35401, 27657, 25]",51,32,35401,48.0
"[3, 17, 51, 32, 35407, 16597, 15]",51,32,35407,12.0
"[3, 17, 51, 32, 35419, 21030, 19]",51,32,35419,12.0
"[3, 17, 51, 32, 35423, 34316, 31]",51,32,35423,12.0
"[3, 17, 51, 32, 35437, 5537, 5]",51,32,35437,24.0
"[3, 17, 51, 32, 35447, 7754, 7]",51,32,35447,12.0
"[3, 17, 51, 32, 35449, 9970, 9]",51,32,35449,48.0
"[3, 17, 51, 32, 35461, 14406, 13]",51,32,35461,24.0
"[3, 17, 51, 32, 35491, 12200, 11]",51,32,35491,12.0
"[3, 17, 51, 32, 35507, 29959, 27]",51,32,35507,12.0
"[3, 17, 51, 32, 35509, 32180, 29]",51,32,35509,24.0
"[3, 17, 51, 32, 35521, 1110, 1]",51,32,35521,96.0
"[3, 17, 51, 32, 35527, 25535, 23]",51,32,35527,12.0
"[3, 17, 51, 32, 35531, 3331, 3]",51,32,35531,12.0
"[3, 17, 51, 32, 35533, 5552, 5]",51,32,35533,24.0
"[3, 17, 51, 32, 35537, 18879, 17]",51,32,35537,96.0
"[3, 17, 51, 32, 35543, 7775, 7]",51,32,35543,12.0
"[3, 17, 51, 32, 35569, 18896, 17]",51,32,35569,96.0
"[3, 17, 51, 32, 35573, 32238, 29]",51,32,35573,24.0
"[3, 17, 51, 32, 35591, 25581, 23]",51,32,35591,12.0
"[3, 17, 51, 32, 35593, 27807, 25]",51,32,35593,48.0
"[3, 17, 51, 32, 35597, 5562, 5]",51,32,35597,24.0
"[3, 17, 51, 32, 35603, 30040, 27]",51,32,35603,12.0
"[3, 17, 51, 32, 35617, 1113, 1]",51,32,35617,96.0
"[3, 17, 51, 32, 35671, 7803, 7]",51,32,35671,12.0
"[3, 17, 51, 32, 35677, 23413, 21]",51,32,35677,24.0
"[3, 17, 51, 32, 35729, 18981, 17]",51,32,35729,96.0
"[3, 17, 51, 32, 35731, 30148, 27]",51,32,35731,12.0
"[3, 17, 51, 32, 35747, 12288, 11]",51,32,35747,12.0
"[3, 17, 51, 32, 35753, 27932, 25]",51,32,35753,48.0
"[3, 17, 51, 32, 35759, 16762, 15]",51,32,35759,12.0
"[3, 17, 51, 32, 35771, 21239, 19]",51,32,35771,12.0
"[3, 17, 51, 32, 35797, 32441, 29]",51,32,35797,24.0
"[3, 17, 51, 32, 35801, 10069, 9]",51,32,35801,48.0
"[3, 17, 51, 32, 35803, 21258, 19]",51,32,35803,12.0
"[3, 17, 51, 32, 35809, 1119, 1]",51,32,35809,96.0
"[3, 17, 51, 32, 35831, 7838, 7]",51,32,35831,12.0
"[3, 17, 51, 32, 35837, 23518, 21]",51,32,35837,24.0
"[3, 17, 51, 32, 35839, 34719, 31]",51,32,35839,12.0
"[3, 17, 51, 32, 35851, 3361, 3]",51,32,35851,12.0
"[3, 17, 51, 32, 35863, 7845, 7]",51,32,35863,12.0
"[3, 17, 51, 32, 35869, 23539, 21]",51,32,35869,24.0
"[3, 17, 51, 32, 35879, 25788, 23]",51,32,35879,12.0
"[3, 17, 51, 32, 35897, 10096, 9]",51,32,35897,48.0
"[3, 17, 51, 32, 35899, 21315, 19]",51,32,35899,12.0
"[3, 17, 51, 32, 35911, 25811, 23]",51,32,35911,12.0
"[3, 17, 51, 32, 35923, 30310, 27]",51,32,35923,12.0
"[3, 17, 51, 32, 35933, 23581, 21]",51,32,35933,24.0
"[3, 17, 51, 32, 35951, 16852, 15]",51,32,35951,12.0
"[3, 17, 51, 32, 35963, 21353, 19]",51,32,35963,12.0
"[3, 17, 51, 32, 35969, 1124, 1]",51,32,35969,96.0
"[3, 17, 51, 32, 35977, 28107, 25]",51,32,35977,48.0
"[3, 17, 51, 32, 35983, 16867, 15]",51,32,35983,12.0
"[3, 17, 51, 32, 35993, 10123, 9]",51,32,35993,48.0
"[3, 17, 51, 32, 35999, 34874, 31]",51,32,35999,12.0
"[3, 17, 51, 32, 36007, 25880, 23]",51,32,36007,12.0
"[3, 17, 51, 32, 36011, 3376, 3]",51,32,36011,12.0
"[3, 17, 51, 32, 36013, 5627, 5]",51,32,36013,24.0
"[3, 17, 51, 32, 36017, 19134, 17]",51,32,36017,96.0
"[3, 17, 51, 32, 36037, 14640, 13]",51,32,36037,24.0
"[3, 17, 51, 32, 36061, 23665, 21]",51,32,36061,24.0
"[3, 17, 51, 32, 36067, 12398, 11]",51,32,36067,12.0
"[3, 17, 51, 32, 36073, 28182, 25]",51,32,36073,48.0
"[3, 17, 51, 32, 36083, 30445, 27]",51,32,36083,12.0
"[3, 17, 51, 32, 36097, 1128, 1]",51,32,36097,96.0
"[3, 17, 51, 32, 36107, 3385, 3]",51,32,36107,12.0
"[3, 17, 51, 32, 36109, 5642, 5]",51,32,36109,24.0
"[3, 17, 51, 32, 36131, 12420, 11]",51,32,36131,12.0
"[3, 17, 51, 32, 36137, 28232, 25]",51,32,36137,48.0
"[3, 17, 51, 32, 36151, 7908, 7]",51,32,36151,12.0
"[3, 17, 51, 32, 36161, 1130, 1]",51,32,36161,96.0
"[3, 17, 51, 32, 36187, 21486, 19]",51,32,36187,12.0
"[3, 17, 51, 32, 36191, 35060, 31]",51,32,36191,12.0
"[3, 17, 51, 32, 36209, 19236, 17]",51,32,36209,96.0
"[3, 17, 51, 32, 36217, 10186, 9]",51,32,36217,48.0
"[3, 17, 51, 32, 36229, 14718, 13]",51,32,36229,24.0
"[3, 17, 51, 32, 36241, 19253, 17]",51,32,36241,96.0
"[3, 17, 51, 32, 36251, 21524, 19]",51,32,36251,12.0
"[3, 17, 51, 32, 36263, 26064, 23]",51,32,36263,12.0
"[3, 17, 51, 32, 36269, 5667, 5]",51,32,36269,24.0
"[3, 17, 51, 32, 36277, 32876, 29]",51,32,36277,24.0
"[3, 17, 51, 32, 36293, 14744, 13]",51,32,36293,24.0
"[3, 17, 51, 32, 36299, 3403, 3]",51,32,36299,12.0
"[3, 17, 51, 32, 36307, 30634, 27]",51,32,36307,12.0
"[3, 17, 51, 32, 36313, 10213, 9]",51,32,36313,48.0
"[3, 17, 51, 32, 36319, 35184, 31]",51,32,36319,12.0
"[3, 17, 51, 32, 36341, 32934, 29]",51,32,36341,24.0
"[3, 17, 51, 32, 36343, 7950, 7]",51,32,36343,12.0
"[3, 17, 51, 32, 36353, 1136, 1]",51,32,36353,96.0
"[3, 17, 51, 32, 36373, 32963, 29]",51,32,36373,24.0
"[3, 17, 51, 32, 36383, 35246, 31]",51,32,36383,12.0
"[3, 17, 51, 32, 36389, 14783, 13]",51,32,36389,24.0
"[3, 17, 51, 32, 36433, 19355, 17]",51,32,36433,96.0
"[3, 17, 51, 32, 36451, 12530, 11]",51,32,36451,12.0
"[3, 17, 51, 32, 36457, 28482, 25]",51,32,36457,48.0
"[3, 17, 51, 32, 36467, 30769, 27]",51,32,36467,12.0
"[3, 17, 51, 32, 36469, 33050, 29]",51,32,36469,24.0
"[3, 17, 51, 32, 36473, 10258, 9]",51,32,36473,48.0
"[3, 17, 51, 32, 36479, 35339, 31]",51,32,36479,12.0
"[3, 17, 51, 32, 36493, 5702, 5]",51,32,36493,24.0
"[3, 17, 51, 32, 36497, 19389, 17]",51,32,36497,96.0
"[3, 17, 51, 32, 36523, 3424, 3]",51,32,36523,12.0
"[3, 17, 51, 32, 36527, 17122, 15]",51,32,36527,12.0
"[3, 17, 51, 32, 36529, 19406, 17]",51,32,36529,96.0
"[3, 17, 51, 32, 36541, 23980, 21]",51,32,36541,24.0
"[3, 17, 51, 32, 36551, 26271, 23]",51,32,36551,12.0
"[3, 17, 51, 32, 36559, 17137, 15]",51,32,36559,12.0
"[3, 17, 51, 32, 36563, 30850, 27]",51,32,36563,12.0
"[3, 17, 51, 32, 36571, 21714, 19]",51,32,36571,12.0
"[3, 17, 51, 32, 36583, 26294, 23]",51,32,36583,12.0
"[3, 17, 51, 32, 36587, 3430, 3]",51,32,36587,12.0
"[3, 17, 51, 32, 36599, 8006, 7]",51,32,36599,12.0
"[3, 17, 51, 32, 36607, 35463, 31]",51,32,36607,12.0
"[3, 17, 51, 32, 36629, 33195, 29]",51,32,36629,24.0
"[3, 17, 51, 32, 36637, 24043, 21]",51,32,36637,24.0
"[3, 17, 51, 32, 36643, 12596, 11]",51,32,36643,12.0
"[3, 17, 51, 32, 36653, 5727, 5]",51,32,36653,24.0
"[3, 17, 51, 32, 36671, 35525, 31]",51,32,36671,12.0
"[3, 17, 51, 32, 36677, 14900, 13]",51,32,36677,24.0
"[3, 17, 51, 32, 36683, 3439, 3]",51,32,36683,12.0
"[3, 17, 51, 32, 36691, 30958, 27]",51,32,36691,12.0
"[3, 17, 51, 32, 36697, 10321, 9]",51,32,36697,48.0
"[3, 17, 51, 32, 36709, 14913, 13]",51,32,36709,24.0
"[3, 17, 51, 32, 36713, 28682, 25]",51,32,36713,48.0
"[3, 17, 51, 32, 36721, 19508, 17]",51,32,36721,96.0
"[3, 17, 51, 32, 36739, 12629, 11]",51,32,36739,12.0
"[3, 17, 51, 32, 36749, 5742, 5]",51,32,36749,24.0
"[3, 17, 51, 32, 36761, 10339, 9]",51,32,36761,48.0
"[3, 17, 51, 32, 36767, 35618, 31]",51,32,36767,12.0
"[3, 17, 51, 32, 36779, 3448, 3]",51,32,36779,12.0
"[3, 17, 51, 32, 36781, 5747, 5]",51,32,36781,24.0
"[3, 17, 51, 32, 36787, 31039, 27]",51,32,36787,12.0
"[3, 17, 51, 32, 36791, 8048, 7]",51,32,36791,12.0
"[3, 17, 51, 32, 36793, 10348, 9]",51,32,36793,48.0
"[3, 17, 51, 32, 36809, 28757, 25]",51,32,36809,48.0
"[3, 17, 51, 32, 36821, 33369, 29]",51,32,36821,24.0
"[3, 17, 51, 32, 36833, 1151, 1]",51,32,36833,96.0
"[3, 17, 51, 32, 36847, 17272, 15]",51,32,36847,12.0
"[3, 17, 51, 32, 36857, 10366, 9]",51,32,36857,48.0
"[3, 17, 51, 32, 36871, 26501, 23]",51,32,36871,12.0
"[3, 17, 51, 32, 36877, 5762, 5]",51,32,36877,24.0
"[3, 17, 51, 32, 36887, 8069, 7]",51,32,36887,12.0
"[3, 17, 51, 32, 36899, 12684, 11]",51,32,36899,12.0
"[3, 17, 51, 32, 36901, 14991, 13]",51,32,36901,24.0
"[3, 17, 51, 32, 36913, 19610, 17]",51,32,36913,96.0
"[3, 17, 51, 32, 36919, 8076, 7]",51,32,36919,12.0
"[3, 17, 51, 32, 36923, 21923, 19]",51,32,36923,12.0
"[3, 17, 51, 32, 36929, 1154, 1]",51,32,36929,96.0
"[3, 17, 51, 32, 36931, 12695, 11]",51,32,36931,12.0
"[3, 17, 51, 32, 36943, 17317, 15]",51,32,36943,12.0
"[3, 17, 51, 32, 36947, 31174, 27]",51,32,36947,12.0
"[3, 17, 51, 32, 36973, 5777, 5]",51,32,36973,24.0
"[3, 17, 51, 32, 36979, 31201, 27]",51,32,36979,12.0
"[3, 17, 51, 32, 36997, 15030, 13]",51,32,36997,24.0
"[3, 17, 51, 32, 37003, 3469, 3]",51,32,37003,12.0
"[3, 17, 51, 32, 37013, 33543, 29]",51,32,37013,24.0
"[3, 17, 51, 32, 37019, 21980, 19]",51,32,37019,12.0
"[3, 17, 51, 32, 37021, 24295, 21]",51,32,37021,24.0
"[3, 17, 51, 32, 37039, 17362, 15]",51,32,37039,12.0
"[3, 17, 51, 32, 37049, 10420, 9]",51,32,37049,48.0
"[3, 17, 51, 32, 37057, 1158, 1]",51,32,37057,96.0
"[3, 17, 51, 32, 37061, 15056, 13]",51,32,37061,24.0
"[3, 17, 51, 32, 37087, 35928, 31]",51,32,37087,12.0
"[3, 17, 51, 32, 37097, 28982, 25]",51,32,37097,48.0
"[3, 17, 51, 32, 37117, 24358, 21]",51,32,37117,24.0
"[3, 17, 51, 32, 37123, 12761, 11]",51,32,37123,12.0
"[3, 17, 51, 32, 37139, 31336, 27]",51,32,37139,12.0
"[3, 17, 51, 32, 37159, 26708, 23]",51,32,37159,12.0
"[3, 17, 51, 32, 37171, 31363, 27]",51,32,37171,12.0
